,model,lr,n_epochs,hidden_size,weight_decay,model_name,Test Accuracy,Test F1,max_depth,min_samples_split,min_samples_leaf,criterion,n_estimators,max_features,C,penalty,solver,max_iter,class_weight
216,MLP,0.0001,200.0,256.0,0.1,MLP,0.4336734693877551,0.21711056459108735,,,,,,,,,,,
217,MLP,0.0001,200.0,256.0,0.01,MLP,0.3877551020408163,0.19135953342905163,,,,,,,,,,,
218,MLP,0.0001,200.0,256.0,0.001,MLP,0.42346938775510207,0.21508482180751087,,,,,,,,,,,
219,MLP,0.0001,200.0,512.0,0.1,MLP,0.41836734693877553,0.2104848019778388,,,,,,,,,,,
220,MLP,0.0001,200.0,512.0,0.01,MLP,0.45918367346938777,0.2415605933959981,,,,,,,,,,,
221,MLP,0.0001,200.0,512.0,0.001,MLP,0.45408163265306123,0.2172043010752688,,,,,,,,,,,
222,MLP,0.0001,200.0,1024.0,0.1,MLP,0.39285714285714285,0.18488180942123464,,,,,,,,,,,
223,MLP,0.0001,200.0,1024.0,0.01,MLP,0.3979591836734694,0.22163877186319625,,,,,,,,,,,
224,MLP,0.0001,200.0,1024.0,0.001,MLP,0.3469387755102041,0.17996403742806621,,,,,,,,,,,
225,MLP,0.0001,500.0,64.0,0.1,MLP,0.46938775510204084,0.2337612733749581,,,,,,,,,,,
226,MLP,0.0001,500.0,64.0,0.01,MLP,0.4030612244897959,0.20534954407294834,,,,,,,,,,,
227,MLP,0.0001,500.0,64.0,0.001,MLP,0.39285714285714285,0.198341307814992,,,,,,,,,,,
228,MLP,0.0001,500.0,128.0,0.1,MLP,0.39285714285714285,0.22957610938036285,,,,,,,,,,,
229,MLP,0.0001,500.0,128.0,0.01,MLP,0.3877551020408163,0.1953163570110614,,,,,,,,,,,
230,MLP,0.0001,500.0,128.0,0.001,MLP,0.3877551020408163,0.19706146670220892,,,,,,,,,,,
231,MLP,0.0001,500.0,256.0,0.1,MLP,0.42857142857142855,0.2511785499684078,,,,,,,,,,,
232,MLP,0.0001,500.0,256.0,0.01,MLP,0.39285714285714285,0.2002805418293132,,,,,,,,,,,
233,MLP,0.0001,500.0,256.0,0.001,MLP,0.3826530612244898,0.2931110633973175,,,,,,,,,,,
234,MLP,0.0001,500.0,512.0,0.1,MLP,0.3826530612244898,0.259430778808243,,,,,,,,,,,
235,MLP,0.0001,500.0,512.0,0.01,MLP,0.4030612244897959,0.29070459622183764,,,,,,,,,,,
236,MLP,0.0001,500.0,512.0,0.001,MLP,0.41836734693877553,0.22473703938057507,,,,,,,,,,,
237,MLP,0.0001,500.0,1024.0,0.1,MLP,0.3877551020408163,0.20681652046783627,,,,,,,,,,,
238,MLP,0.0001,500.0,1024.0,0.01,MLP,0.3826530612244898,0.21698389763458256,,,,,,,,,,,
239,MLP,0.0001,500.0,1024.0,0.001,MLP,0.3520408163265306,0.21833898479345248,,,,,,,,,,,
240,DecisionTree,,,,,DecisionTree,0.3010204081632653,0.21950961508710043,,2.0,1.0,gini,,,,,,,
241,DecisionTree,,,,,DecisionTree,0.29591836734693877,0.20441837595647497,,2.0,1.0,entropy,,,,,,,
242,DecisionTree,,,,,DecisionTree,0.3010204081632653,0.22440767616716206,,2.0,2.0,gini,,,,,,,
243,DecisionTree,,,,,DecisionTree,0.2857142857142857,0.20379158340786377,,2.0,2.0,entropy,,,,,,,
244,DecisionTree,,,,,DecisionTree,0.3622448979591837,0.2556857856993615,,2.0,5.0,gini,,,,,,,
245,DecisionTree,,,,,DecisionTree,0.3520408163265306,0.2707726648850793,,2.0,5.0,entropy,,,,,,,
246,DecisionTree,,,,,DecisionTree,0.29081632653061223,0.2009991989105183,,5.0,1.0,gini,,,,,,,
247,DecisionTree,,,,,DecisionTree,0.30612244897959184,0.19574515609578724,,5.0,1.0,entropy,,,,,,,
248,DecisionTree,,,,,DecisionTree,0.3520408163265306,0.20987776017524304,,5.0,2.0,gini,,,,,,,
249,DecisionTree,,,,,DecisionTree,0.2857142857142857,0.18349714431613176,,5.0,2.0,entropy,,,,,,,
250,DecisionTree,,,,,DecisionTree,0.3520408163265306,0.2418555901314522,,5.0,5.0,gini,,,,,,,
251,DecisionTree,,,,,DecisionTree,0.3469387755102041,0.2609845427642038,,5.0,5.0,entropy,,,,,,,
252,DecisionTree,,,,,DecisionTree,0.30612244897959184,0.24348801124209454,,10.0,1.0,gini,,,,,,,
253,DecisionTree,,,,,DecisionTree,0.3112244897959184,0.22094951119654324,,10.0,1.0,entropy,,,,,,,
254,DecisionTree,,,,,DecisionTree,0.29081632653061223,0.1793164747710202,,10.0,2.0,gini,,,,,,,
255,DecisionTree,,,,,DecisionTree,0.336734693877551,0.2147387772387773,,10.0,2.0,entropy,,,,,,,
256,DecisionTree,,,,,DecisionTree,0.29081632653061223,0.21706130340727933,,10.0,5.0,gini,,,,,,,
257,DecisionTree,,,,,DecisionTree,0.3979591836734694,0.2698412698412699,,10.0,5.0,entropy,,,,,,,
258,DecisionTree,,,,,DecisionTree,0.4336734693877551,0.24165741669329302,5.0,2.0,1.0,gini,,,,,,,
259,DecisionTree,,,,,DecisionTree,0.37244897959183676,0.19227425077481874,5.0,2.0,1.0,entropy,,,,,,,
260,DecisionTree,,,,,DecisionTree,0.4336734693877551,0.22171005877566818,5.0,2.0,2.0,gini,,,,,,,
261,DecisionTree,,,,,DecisionTree,0.3979591836734694,0.2125120817557792,5.0,2.0,2.0,entropy,,,,,,,
262,DecisionTree,,,,,DecisionTree,0.37244897959183676,0.20955714054223762,5.0,2.0,5.0,gini,,,,,,,
263,DecisionTree,,,,,DecisionTree,0.29591836734693877,0.15677762783025942,5.0,2.0,5.0,entropy,,,,,,,
264,DecisionTree,,,,,DecisionTree,0.3877551020408163,0.19913973494536155,5.0,5.0,1.0,gini,,,,,,,
265,DecisionTree,,,,,DecisionTree,0.3877551020408163,0.23279303115195593,5.0,5.0,1.0,entropy,,,,,,,
266,DecisionTree,,,,,DecisionTree,0.30612244897959184,0.1770522219205358,5.0,5.0,2.0,gini,,,,,,,
267,DecisionTree,,,,,DecisionTree,0.3673469387755102,0.231187270501836,5.0,5.0,2.0,entropy,,,,,,,
268,DecisionTree,,,,,DecisionTree,0.3163265306122449,0.18667426115788208,5.0,5.0,5.0,gini,,,,,,,
269,DecisionTree,,,,,DecisionTree,0.3826530612244898,0.21799538834312834,5.0,5.0,5.0,entropy,,,,,,,
270,DecisionTree,,,,,DecisionTree,0.3979591836734694,0.2567873467314808,5.0,10.0,1.0,gini,,,,,,,
271,DecisionTree,,,,,DecisionTree,0.34183673469387754,0.19450203754613835,5.0,10.0,1.0,entropy,,,,,,,
272,DecisionTree,,,,,DecisionTree,0.4030612244897959,0.2382533608948703,5.0,10.0,2.0,gini,,,,,,,
273,DecisionTree,,,,,DecisionTree,0.39285714285714285,0.21391541816939216,5.0,10.0,2.0,entropy,,,,,,,
274,DecisionTree,,,,,DecisionTree,0.4030612244897959,0.2517976309642977,5.0,10.0,5.0,gini,,,,,,,
275,DecisionTree,,,,,DecisionTree,0.4030612244897959,0.22793654906583208,5.0,10.0,5.0,entropy,,,,,,,
276,DecisionTree,,,,,DecisionTree,0.3520408163265306,0.21318337322353387,10.0,2.0,1.0,gini,,,,,,,
277,DecisionTree,,,,,DecisionTree,0.34183673469387754,0.2457562024499144,10.0,2.0,1.0,entropy,,,,,,,
278,DecisionTree,,,,,DecisionTree,0.39285714285714285,0.2735187862298754,10.0,2.0,2.0,gini,,,,,,,
279,DecisionTree,,,,,DecisionTree,0.29081632653061223,0.1835496567018067,10.0,2.0,2.0,entropy,,,,,,,
280,DecisionTree,,,,,DecisionTree,0.32653061224489793,0.24959151078012232,10.0,2.0,5.0,gini,,,,,,,
281,DecisionTree,,,,,DecisionTree,0.3673469387755102,0.25916387673163005,10.0,2.0,5.0,entropy,,,,,,,
282,DecisionTree,,,,,DecisionTree,0.3877551020408163,0.2646578567631199,10.0,5.0,1.0,gini,,,,,,,
283,DecisionTree,,,,,DecisionTree,0.33163265306122447,0.25351649842601837,10.0,5.0,1.0,entropy,,,,,,,
284,DecisionTree,,,,,DecisionTree,0.27040816326530615,0.16006569484389938,10.0,5.0,2.0,gini,,,,,,,
285,DecisionTree,,,,,DecisionTree,0.32653061224489793,0.18367323882981998,10.0,5.0,2.0,entropy,,,,,,,
286,DecisionTree,,,,,DecisionTree,0.3622448979591837,0.22462948091975096,10.0,5.0,5.0,gini,,,,,,,
287,DecisionTree,,,,,DecisionTree,0.42346938775510207,0.23778223410576352,10.0,5.0,5.0,entropy,,,,,,,
288,DecisionTree,,,,,DecisionTree,0.3673469387755102,0.2412997619725957,10.0,10.0,1.0,gini,,,,,,,
289,DecisionTree,,,,,DecisionTree,0.32142857142857145,0.2251414915604075,10.0,10.0,1.0,entropy,,,,,,,
290,DecisionTree,,,,,DecisionTree,0.3877551020408163,0.2656128811789189,10.0,10.0,2.0,gini,,,,,,,
291,DecisionTree,,,,,DecisionTree,0.3163265306122449,0.22588528389922122,10.0,10.0,2.0,entropy,,,,,,,
292,DecisionTree,,,,,DecisionTree,0.35714285714285715,0.2055426855426855,10.0,10.0,5.0,gini,,,,,,,
293,DecisionTree,,,,,DecisionTree,0.37244897959183676,0.22496768313133808,10.0,10.0,5.0,entropy,,,,,,,
294,DecisionTree,,,,,DecisionTree,0.3112244897959184,0.20124777079351955,20.0,2.0,1.0,gini,,,,,,,
295,DecisionTree,,,,,DecisionTree,0.25510204081632654,0.16216251114218894,20.0,2.0,1.0,entropy,,,,,,,
296,DecisionTree,,,,,DecisionTree,0.32653061224489793,0.2315216133065959,20.0,2.0,2.0,gini,,,,,,,
297,DecisionTree,,,,,DecisionTree,0.2857142857142857,0.2443980895874575,20.0,2.0,2.0,entropy,,,,,,,
298,DecisionTree,,,,,DecisionTree,0.3163265306122449,0.2462515414609469,20.0,2.0,5.0,gini,,,,,,,
299,DecisionTree,,,,,DecisionTree,0.28061224489795916,0.16674775782935178,20.0,2.0,5.0,entropy,,,,,,,
300,DecisionTree,,,,,DecisionTree,0.32653061224489793,0.2968218672599773,20.0,5.0,1.0,gini,,,,,,,
301,DecisionTree,,,,,DecisionTree,0.3163265306122449,0.24722954979252657,20.0,5.0,1.0,entropy,,,,,,,
302,DecisionTree,,,,,DecisionTree,0.30612244897959184,0.19044219047703712,20.0,5.0,2.0,gini,,,,,,,
303,DecisionTree,,,,,DecisionTree,0.2857142857142857,0.22069711344826157,20.0,5.0,2.0,entropy,,,,,,,
304,DecisionTree,,,,,DecisionTree,0.33163265306122447,0.21773246616186206,20.0,5.0,5.0,gini,,,,,,,
305,DecisionTree,,,,,DecisionTree,0.35714285714285715,0.20193985215592578,20.0,5.0,5.0,entropy,,,,,,,
306,DecisionTree,,,,,DecisionTree,0.336734693877551,0.25270778777090136,20.0,10.0,1.0,gini,,,,,,,
307,DecisionTree,,,,,DecisionTree,0.32142857142857145,0.2174943340098161,20.0,10.0,1.0,entropy,,,,,,,
308,DecisionTree,,,,,DecisionTree,0.3469387755102041,0.2917564352152282,20.0,10.0,2.0,gini,,,,,,,
309,DecisionTree,,,,,DecisionTree,0.30612244897959184,0.21419092432300657,20.0,10.0,2.0,entropy,,,,,,,
310,DecisionTree,,,,,DecisionTree,0.35714285714285715,0.27266904431083533,20.0,10.0,5.0,gini,,,,,,,
311,DecisionTree,,,,,DecisionTree,0.3163265306122449,0.2487399654187313,20.0,10.0,5.0,entropy,,,,,,,
312,DecisionTree,,,,,DecisionTree,0.336734693877551,0.2510088802223802,50.0,2.0,1.0,gini,,,,,,,
313,DecisionTree,,,,,DecisionTree,0.3163265306122449,0.19623893918863433,50.0,2.0,1.0,entropy,,,,,,,
314,DecisionTree,,,,,DecisionTree,0.336734693877551,0.25716939885296886,50.0,2.0,2.0,gini,,,,,,,
315,DecisionTree,,,,,DecisionTree,0.2755102040816326,0.22566425120772945,50.0,2.0,2.0,entropy,,,,,,,
316,DecisionTree,,,,,DecisionTree,0.3622448979591837,0.2243343825824644,50.0,2.0,5.0,gini,,,,,,,
317,DecisionTree,,,,,DecisionTree,0.2755102040816326,0.19812676165448032,50.0,2.0,5.0,entropy,,,,,,,
318,DecisionTree,,,,,DecisionTree,0.3010204081632653,0.21850572166851234,50.0,5.0,1.0,gini,,,,,,,
319,DecisionTree,,,,,DecisionTree,0.29591836734693877,0.2065738361597774,50.0,5.0,1.0,entropy,,,,,,,
320,DecisionTree,,,,,DecisionTree,0.32653061224489793,0.20502645502645503,50.0,5.0,2.0,gini,,,,,,,
321,DecisionTree,,,,,DecisionTree,0.29591836734693877,0.19240200989133205,50.0,5.0,2.0,entropy,,,,,,,
322,DecisionTree,,,,,DecisionTree,0.29081632653061223,0.215488493762141,50.0,5.0,5.0,gini,,,,,,,
323,DecisionTree,,,,,DecisionTree,0.3163265306122449,0.2795964517179469,50.0,5.0,5.0,entropy,,,,,,,
324,DecisionTree,,,,,DecisionTree,0.3163265306122449,0.19353945947653198,50.0,10.0,1.0,gini,,,,,,,
325,DecisionTree,,,,,DecisionTree,0.40816326530612246,0.2851851851851852,50.0,10.0,1.0,entropy,,,,,,,
326,DecisionTree,,,,,DecisionTree,0.3010204081632653,0.1951928454275872,50.0,10.0,2.0,gini,,,,,,,
327,DecisionTree,,,,,DecisionTree,0.336734693877551,0.21984126984126984,50.0,10.0,2.0,entropy,,,,,,,
328,DecisionTree,,,,,DecisionTree,0.34183673469387754,0.22847932499717424,50.0,10.0,5.0,gini,,,,,,,
329,DecisionTree,,,,,DecisionTree,0.3163265306122449,0.20649482275813535,50.0,10.0,5.0,entropy,,,,,,,
330,RandomForest,,,,,RandomForest,0.37244897959183676,0.22342502683125054,,2.0,1.0,,100.0,sqrt,,,,,
331,RandomForest,,,,,RandomForest,0.3979591836734694,0.24512698770689875,,2.0,1.0,,100.0,log2,,,,,
332,RandomForest,,,,,RandomForest,0.35714285714285715,0.2276401580568177,,2.0,1.0,,100.0,,,,,,
333,RandomForest,,,,,RandomForest,0.4030612244897959,0.2269687091711825,,2.0,2.0,,100.0,sqrt,,,,,
334,RandomForest,,,,,RandomForest,0.4030612244897959,0.2086485808451416,,2.0,2.0,,100.0,log2,,,,,
335,RandomForest,,,,,RandomForest,0.3622448979591837,0.20622557017816243,,2.0,2.0,,100.0,,,,,,
336,RandomForest,,,,,RandomForest,0.413265306122449,0.20428972116812405,,2.0,5.0,,100.0,sqrt,,,,,
337,RandomForest,,,,,RandomForest,0.41836734693877553,0.18504093832257776,,2.0,5.0,,100.0,log2,,,,,
338,RandomForest,,,,,RandomForest,0.3469387755102041,0.18727706410431424,,2.0,5.0,,100.0,,,,,,
339,RandomForest,,,,,RandomForest,0.40816326530612246,0.3038853839408104,,5.0,1.0,,100.0,sqrt,,,,,
340,RandomForest,,,,,RandomForest,0.4030612244897959,0.23924893602859706,,5.0,1.0,,100.0,log2,,,,,
341,RandomForest,,,,,RandomForest,0.3520408163265306,0.21365226857217703,,5.0,1.0,,100.0,,,,,,
342,RandomForest,,,,,RandomForest,0.3622448979591837,0.1988649162562206,,5.0,2.0,,100.0,sqrt,,,,,
343,RandomForest,,,,,RandomForest,0.4489795918367347,0.23344189098848797,,5.0,2.0,,100.0,log2,,,,,
344,RandomForest,,,,,RandomForest,0.37755102040816324,0.22517204372705754,,5.0,2.0,,100.0,,,,,,
345,RandomForest,,,,,RandomForest,0.413265306122449,0.21338501368590598,,5.0,5.0,,100.0,sqrt,,,,,
346,RandomForest,,,,,RandomForest,0.3877551020408163,0.17607127503839679,,5.0,5.0,,100.0,log2,,,,,
347,RandomForest,,,,,RandomForest,0.37244897959183676,0.21056309155399147,,5.0,5.0,,100.0,,,,,,
348,RandomForest,,,,,RandomForest,0.39285714285714285,0.2207902027241112,,10.0,1.0,,100.0,sqrt,,,,,
349,RandomForest,,,,,RandomForest,0.39285714285714285,0.23896136092063447,,10.0,1.0,,100.0,log2,,,,,
350,RandomForest,,,,,RandomForest,0.37244897959183676,0.21959846343407988,,10.0,1.0,,100.0,,,,,,
351,RandomForest,,,,,RandomForest,0.42346938775510207,0.20939323168924687,,10.0,2.0,,100.0,sqrt,,,,,
352,RandomForest,,,,,RandomForest,0.4030612244897959,0.21507124417922538,,10.0,2.0,,100.0,log2,,,,,
353,RandomForest,,,,,RandomForest,0.3877551020408163,0.22624102892386574,,10.0,2.0,,100.0,,,,,,
354,RandomForest,,,,,RandomForest,0.3877551020408163,0.20583401721271807,,10.0,5.0,,100.0,sqrt,,,,,
355,RandomForest,,,,,RandomForest,0.42346938775510207,0.19437397362253758,,10.0,5.0,,100.0,log2,,,,,
356,RandomForest,,,,,RandomForest,0.3673469387755102,0.2013354472877675,,10.0,5.0,,100.0,,,,,,
357,RandomForest,,,,,RandomForest,0.3826530612244898,0.1939463601532567,10.0,2.0,1.0,,100.0,sqrt,,,,,
358,RandomForest,,,,,RandomForest,0.37244897959183676,0.20097682138123316,10.0,2.0,1.0,,100.0,log2,,,,,
359,RandomForest,,,,,RandomForest,0.3877551020408163,0.23957671957671955,10.0,2.0,1.0,,100.0,,,,,,
360,RandomForest,,,,,RandomForest,0.3673469387755102,0.18806743485554608,10.0,2.0,2.0,,100.0,sqrt,,,,,
361,RandomForest,,,,,RandomForest,0.42857142857142855,0.253234483703512,10.0,2.0,2.0,,100.0,log2,,,,,
362,RandomForest,,,,,RandomForest,0.35714285714285715,0.20472322152633074,10.0,2.0,2.0,,100.0,,,,,,
363,RandomForest,,,,,RandomForest,0.3826530612244898,0.16980929358044586,10.0,2.0,5.0,,100.0,sqrt,,,,,
364,RandomForest,,,,,RandomForest,0.40816326530612246,0.204509139222515,10.0,2.0,5.0,,100.0,log2,,,,,
365,RandomForest,,,,,RandomForest,0.42857142857142855,0.27378735913767765,10.0,2.0,5.0,,100.0,,,,,,
366,RandomForest,,,,,RandomForest,0.37244897959183676,0.18207181121163493,10.0,5.0,1.0,,100.0,sqrt,,,,,
367,RandomForest,,,,,RandomForest,0.3979591836734694,0.2404850055534987,10.0,5.0,1.0,,100.0,log2,,,,,
368,RandomForest,,,,,RandomForest,0.336734693877551,0.2069473777492616,10.0,5.0,1.0,,100.0,,,,,,
369,RandomForest,,,,,RandomForest,0.3520408163265306,0.20190741384315927,10.0,5.0,2.0,,100.0,sqrt,,,,,
370,RandomForest,,,,,RandomForest,0.37755102040816324,0.19917330082138993,10.0,5.0,2.0,,100.0,log2,,,,,
371,RandomForest,,,,,RandomForest,0.33163265306122447,0.1758925758925759,10.0,5.0,2.0,,100.0,,,,,,
372,RandomForest,,,,,RandomForest,0.336734693877551,0.15121763410987166,10.0,5.0,5.0,,100.0,sqrt,,,,,
373,RandomForest,,,,,RandomForest,0.44387755102040816,0.2616450769886378,10.0,5.0,5.0,,100.0,log2,,,,,
374,RandomForest,,,,,RandomForest,0.33163265306122447,0.17499480003188914,10.0,5.0,5.0,,100.0,,,,,,
375,RandomForest,,,,,RandomForest,0.45918367346938777,0.2309237509321402,10.0,10.0,1.0,,100.0,sqrt,,,,,
376,RandomForest,,,,,RandomForest,0.41836734693877553,0.20328451072510287,10.0,10.0,1.0,,100.0,log2,,,,,
377,RandomForest,,,,,RandomForest,0.3112244897959184,0.19028538300061482,10.0,10.0,1.0,,100.0,,,,,,
378,RandomForest,,,,,RandomForest,0.3622448979591837,0.19453642300625437,10.0,10.0,2.0,,100.0,sqrt,,,,,
379,RandomForest,,,,,RandomForest,0.45408163265306123,0.22533375939341668,10.0,10.0,2.0,,100.0,log2,,,,,
380,RandomForest,,,,,RandomForest,0.41836734693877553,0.23757117256216587,10.0,10.0,2.0,,100.0,,,,,,
381,RandomForest,,,,,RandomForest,0.42857142857142855,0.20548195726838844,10.0,10.0,5.0,,100.0,sqrt,,,,,
382,RandomForest,,,,,RandomForest,0.4744897959183674,0.2912518853695324,10.0,10.0,5.0,,100.0,log2,,,,,
383,RandomForest,,,,,RandomForest,0.3673469387755102,0.20909457857494954,10.0,10.0,5.0,,100.0,,,,,,
384,RandomForest,,,,,RandomForest,0.336734693877551,0.2408940548130077,20.0,2.0,1.0,,100.0,sqrt,,,,,
385,RandomForest,,,,,RandomForest,0.32653061224489793,0.2049935626935295,20.0,2.0,1.0,,100.0,log2,,,,,
386,RandomForest,,,,,RandomForest,0.37244897959183676,0.20986729320062655,20.0,2.0,1.0,,100.0,,,,,,
387,RandomForest,,,,,RandomForest,0.37755102040816324,0.22450980392156863,20.0,2.0,2.0,,100.0,sqrt,,,,,
388,RandomForest,,,,,RandomForest,0.39285714285714285,0.21902086305071378,20.0,2.0,2.0,,100.0,log2,,,,,
389,RandomForest,,,,,RandomForest,0.33163265306122447,0.17268189327012853,20.0,2.0,2.0,,100.0,,,,,,
390,RandomForest,,,,,RandomForest,0.37755102040816324,0.17127753096866702,20.0,2.0,5.0,,100.0,sqrt,,,,,
391,RandomForest,,,,,RandomForest,0.3520408163265306,0.17131022454763464,20.0,2.0,5.0,,100.0,log2,,,,,
392,RandomForest,,,,,RandomForest,0.413265306122449,0.26529448041936476,20.0,2.0,5.0,,100.0,,,,,,
393,RandomForest,,,,,RandomForest,0.3979591836734694,0.22677587127215001,20.0,5.0,1.0,,100.0,sqrt,,,,,
394,RandomForest,,,,,RandomForest,0.37755102040816324,0.21851895047853317,20.0,5.0,1.0,,100.0,log2,,,,,
395,RandomForest,,,,,RandomForest,0.3469387755102041,0.19525502946555576,20.0,5.0,1.0,,100.0,,,,,,
396,RandomForest,,,,,RandomForest,0.40816326530612246,0.21824716102885114,20.0,5.0,2.0,,100.0,sqrt,,,,,
397,RandomForest,,,,,RandomForest,0.35714285714285715,0.1839613424226331,20.0,5.0,2.0,,100.0,log2,,,,,
398,RandomForest,,,,,RandomForest,0.32142857142857145,0.22121893433657597,20.0,5.0,2.0,,100.0,,,,,,
399,RandomForest,,,,,RandomForest,0.4387755102040816,0.21714585077935689,20.0,5.0,5.0,,100.0,sqrt,,,,,
400,RandomForest,,,,,RandomForest,0.37244897959183676,0.1730608998737647,20.0,5.0,5.0,,100.0,log2,,,,,
401,RandomForest,,,,,RandomForest,0.41836734693877553,0.20939868439868436,20.0,5.0,5.0,,100.0,,,,,,
402,RandomForest,,,,,RandomForest,0.3520408163265306,0.22161545215100964,20.0,10.0,1.0,,100.0,sqrt,,,,,
